grupo,lat_x,lon_x,cch,azimuth,ponto_id,delay_1,delay_2,delay_3,lat_y,lon_y,rssi_value,btsId,btsNetNome,indoor,rssi_id
2.2341615052141224,-8.051772222488589,-34.9520615140512,876.3020278343719,262.48719438996227,741.6475898370217,4.999347709032845,2.9974189319224718,2.0007661939609185,-8.053990451632858,-34.95147213299734,0.2593682465910947,BTS_3_3,PEMDL08_1,True,rssi_1_3
1.2641094110497006,-8.045187475696487,-34.95674184980023,882.9156688441832,47.28360669630304,412.07511360521045,5.001980234253075,2.9991259708707227,1.9995883396432825,-8.054032355859034,-34.95162885195525,0.3602856982573118,BTS_2_3,PEMDL01_1,True,rssi_3_3
3.187462758757792,-8.054943403069565,-34.95842667355132,878.3056002708952,135.3170812967556,966.7114542902685,5.000435152293889,2.9995582056185652,1.9980321138129178,-8.056570501013363,-34.953401036818256,0.33310806065919085,BTS_3_3,PEMDL01_3,True,rssi_2_3
1.5391352739561641,-8.04821878309329,-34.945301161762174,865.9962676850078,196.1742076923769,1380.68580791874,4.999696880129172,3.000081283605263,1.9995746850658518,-8.055896407463193,-34.95174584699738,-0.1264304359416138,BTS_3_1,PEMDL08_2,True,rssi_1_1
1.5962634963270526,-8.045494715508747,-34.956820043435826,870.0926515035937,84.45655534945006,1097.7406880663893,4.999947388164742,2.9991092575960048,1.9995061881380767,-8.055314846286645,-34.95336954958905,0.009446946701681863,BTS_3_1,PEMDL01_3,True,rssi_2_2
1.2260785991813334,-8.043376381734506,-34.95493544006874,877.9943960272395,132.63753273249932,473.994565964117,4.999099111203213,2.9988374309363044,1.9999049010667926,-8.056433199567763,-34.95201031114003,0.2584793796609488,BTS_1_1,PEMDL01_3,True,rssi_2_2
3.7735323734525523,-8.061370529841904,-34.95920839701094,879.3978306819706,-30.519970168166026,594.5094257079695,4.999021515361928,3.000250398322794,1.998786978693498,-8.056599175917166,-34.95209611139992,0.6322099402198258,BTS_3_3,PEMDL08_1,False,rssi_2_2
3.4208794233327744,-8.058675454786444,-34.95249633291049,872.9822014310836,189.22862048658294,644.5119731964023,4.998054948379318,2.998861001139777,1.9989935291968721,-8.053683372895437,-34.95306764440483,0.2522708525589131,BTS_2_1,PEMDL09_1,False,rssi_2_1
3.5181012993621166,-8.062009837433738,-34.95479128737673,881.29994375576,46.763350283518974,996.7712663366857,5.00015378525983,3.0009744713690574,1.999230583980035,-8.056291839663066,-34.95197176324477,0.7314098713646163,BTS_1_2,PEMDL09_1,True,rssi_2_1
1.1931535791673922,-8.047087659963605,-34.94475453234458,874.6739931789917,210.356555473588,526.6112064760152,4.999589737425542,3.000735875915534,1.9981757391925015,-8.056259834938452,-34.95214017467734,0.14054009619946445,BTS_1_1,PEMDL08_3,True,rssi_1_3
1.9056350310184889,-8.051106178373391,-34.94731984458415,870.0702006707044,172.83243605814175,1159.7737580953294,4.999562279697304,2.9984717707034663,2.0010414437258945,-8.054836684863862,-34.951359049570186,0.020918601857294605,BTS_2_1,PEMDL09_2,True,rssi_3_2
3.2005890149145846,-8.056820395524516,-34.95617099492457,883.3263659785205,182.21876401770618,731.2943526564222,5.000823859327698,2.99931505494818,1.998260658652043,-8.056844570557974,-34.951752221259525,0.35486678905138463,BTS_1_2,PEMDL01_3,False,rssi_3_3
1.3598865359110255,-8.04644761788001,-34.95642918978275,877.9378441244226,54.9915718119812,852.5861448267865,4.999155513228919,2.998778274377731,1.9998713461345992,-8.055962253901077,-34.95076528741198,0.13009870772869653,BTS_3_1,PEMDL09_1,False,rssi_1_2
2.464616761042304,-8.05254411722179,-34.95311513709752,878.149844598753,-31.357943925205205,1265.132377721515,5.000688543010381,2.999220709749212,1.9992899758801648,-8.054556594690352,-34.952800171545334,0.5160279240817001,BTS_1_1,PEMDL08_2,True,rssi_3_3
0.8465371561777606,-8.038785496645966,-34.95746868076839,871.5120967509008,121.71044572368173,1015.9465532223895,4.998456932705867,2.999262579068682,1.9999246106835058,-8.054860677323228,-34.95285956229902,-0.009163048330611184,BTS_3_1,PEMDL01_1,True,rssi_1_1
1.0595810843012736,-8.04545471165476,-34.94981146546255,872.869495744761,146.16192216647582,1399.0133271901195,5.000237338222714,2.9996773244592134,1.9986511065548205,-8.054504731211088,-34.94960253184476,0.18741454479591607,BTS_1_3,PEMDL01_1,False,rssi_2_2
0.8332290415594565,-8.041611919717534,-34.953587115198594,875.8391504972399,184.20254434743055,304.46350716208605,5.00046591609839,3.000796870839968,1.9997094752470665,-8.055281303301292,-34.95082875495124,0.10167069769028268,BTS_2_1,PEMDL09_2,True,rssi_2_3
